證期會代碼,公司簡稱,分類代碼,分類名稱
067902,元大AD,0999,認購權證
067903,元大AE,0999,認購權證
067904,元大AF,0999,認購權證
067905,元大AG,0999,認購權證
067906,元大AH,0999,認購權證
067907,A7中信,0999,認購權證
067908,A8中信,0999,認購權證
067909,L7凱基,0999,認購權證
067910,統一2F,0999,認購權證
067911,統一2G,0999,認購權證
067912,元富8Y,0999,認購權證
067913,元富8Z,0999,認購權證
067914,群益JV,0999,認購權證
067915,群益JW,0999,認購權證
067916,群益JX,0999,認購權證
067917,群益JY,0999,認購權證
067918,群益JZ,0999,認購權證
067919,群益KA,0999,認購權證
067920,永豐7D,0999,認購權證
067921,永豐7E,0999,認購權證
067922,永豐7F,0999,認購權證
067923,永豐7G,0999,認購權證
067924,日盛DE,0999,認購權證
067925,K9亞東,0999,認購權證
067926,L1亞東,0999,認購權證
067927,L2亞東,0999,認購權證
067928,L3亞東,0999,認購權證
067929,元大AI,0999,認購權證
067930,永昌GD,0999,認購權證
067931,永昌GE,0999,認購權證
067932,永昌GF,0999,認購權證
067933,永昌GG,0999,認購權證
067934,永昌GH,0999,認購權證
067935,日盛DG,0999,認購權證
067936,日盛DH,0999,認購權證
067937,日盛DJ,0999,認購權證
067938,日盛DK,0999,認購權證
067939,日盛DL,0999,認購權證
067940,J1富邦,0999,認購權證
067941,J2富邦,0999,認購權證
067942,J3富邦,0999,認購權證
067943,J4富邦,0999,認購權證
067944,B1中信,0999,認購權證
067945,B2中信,0999,認購權證
067946,B3中信,0999,認購權證
067947,B4中信,0999,認購權證
067948,L8凱基,0999,認購權證
067949,L9凱基,0999,認購權證
067950,M1凱基,0999,認購權證
067951,M2凱基,0999,認購權證
067952,M3凱基,0999,認購權證
067953,國票KW,0999,認購權證
067954,統一2H,0999,認購權證
067955,統一2J,0999,認購權證
067956,元富9B,0999,認購權證
067957,元富9C,0999,認購權證
067958,兆豐6U,0999,認購權證
067959,兆豐6V,0999,認購權證
067960,兆豐6W,0999,認購權證
067961,兆豐6X,0999,認購權證
067962,兆豐6Y,0999,認購權證
067963,兆豐6Z,0999,認購權證
067964,兆豐7A,0999,認購權證
067965,兆豐7B,0999,認購權證
067966,兆豐7C,0999,認購權證
067967,兆豐7D,0999,認購權證
067968,兆豐7E,0999,認購權證
067969,兆豐7F,0999,認購權證
067970,元大AP,0999,認購權證
067971,元大AQ,0999,認購權證
067972,元大AR,0999,認購權證
067973,元大AS,0999,認購權證
067974,元大AT,0999,認購權證
067975,元大AU,0999,認購權證
067976,元大AV,0999,認購權證
067977,國泰JT,0999,認購權證
067978,國泰JU,0999,認購權證
067979,國泰JV,0999,認購權證
067980,國泰JW,0999,認購權證
067981,M4凱基,0999,認購權證
067982,M5凱基,0999,認購權證
067983,M6凱基,0999,認購權證
067984,M7凱基,0999,認購權證
067985,工銀34,0999,認購權證
067986,群益KC,0999,認購權證
067987,群益KD,0999,認購權證
067988,群益KE,0999,認購權證
067989,群益KH,0999,認購權證
067990,群益KI,0999,認購權證
067991,群益KJ,0999,認購權證
067992,永豐7I,0999,認購權證
067993,永豐7J,0999,認購權證
067994,永豐7K,0999,認購權證
067995,永豐7L,0999,認購權證
067996,日盛DM,0999,認購權證
067997,日盛DP,0999,認購權證
067998,J6富邦,0999,認購權證
067999,J7富邦,0999,認購權證
068000,J8富邦,0999,認購權證
068001,J9富邦,0999,認購權證
068002,K1富邦,0999,認購權證
068003,康和ID,0999,認購權證
068004,康和IE,0999,認購權證
068005,康和IF,0999,認購權證
068006,康和IG,0999,認購權證
068007,統一2K,0999,認購權證
068008,統一2L,0999,認購權證
068009,統一2M,0999,認購權證
068010,統一2N,0999,認購權證
068011,統一2P,0999,認購權證
068012,統一2Q,0999,認購權證
068013,元富9D,0999,認購權證
068014,元富9E,0999,認購權證
068015,B6中信,0999,認購權證
068016,B7中信,0999,認購權證
068017,B8中信,0999,認購權證
068018,元大AX,0999,認購權證
068019,元大AY,0999,認購權證
068020,元大AZ,0999,認購權證
068021,兆豐7J,0999,認購權證
068022,兆豐7K,0999,認購權證
068023,兆豐7L,0999,認購權證
068024,兆豐7M,0999,認購權證
068025,兆豐7N,0999,認購權證
068026,兆豐7P,0999,認購權證
068027,兆豐7Q,0999,認購權證
068028,兆豐7R,0999,認購權證
068029,1A凱基,0999,認購權證
068030,1B凱基,0999,認購權證
068031,M8凱基,0999,認購權證
068032,M9凱基,0999,認購權證
068033,N1凱基,0999,認購權證
068034,N2凱基,0999,認購權證
068035,N3凱基,0999,認購權證
068036,N4凱基,0999,認購權證
068037,N5凱基,0999,認購權證
068038,N6凱基,0999,認購權證
068039,N7凱基,0999,認購權證
068040,N8凱基,0999,認購權證
068041,N9凱基,0999,認購權證
068042,永豐7M,0999,認購權證
068043,永豐7N,0999,認購權證
068044,日盛DR,0999,認購權證
068045,日盛DS,0999,認購權證
068046,日盛DT,0999,認購權證
068047,K2富邦,0999,認購權證
068048,K3富邦,0999,認購權證
068049,統一2R,0999,認購權證
068050,元富9G,0999,認購權證
068051,元富9H,0999,認購權證
068052,元富9J,0999,認購權證
068053,元富9K,0999,認購權證
068054,元富9L,0999,認購權證
068055,元富9M,0999,認購權證
068056,國票KY,0999,認購權證
068057,國票KZ,0999,認購權證
068058,國票LA,0999,認購權證
068059,國票LB,0999,認購權證
068060,國票LC,0999,認購權證
068061,國票LD,0999,認購權證
068062,國票LF,0999,認購權證
068063,國票LG,0999,認購權證
068064,元大BB,0999,認購權證
068065,元大BC,0999,認購權證
068066,元大BD,0999,認購權證
068067,元大BE,0999,認購權證
068068,元大BF,0999,認購權證
068069,元大BG,0999,認購權證
068070,元大BH,0999,認購權證
068071,元大BI,0999,認購權證
068072,元大BJ,0999,認購權證
068073,元大BK,0999,認購權證
068074,國泰JX,0999,認購權證
068075,B9中信,0999,認購權證
068076,C1中信,0999,認購權證
068077,C2中信,0999,認購權證
068078,1D凱基,0999,認購權證
068079,1E凱基,0999,認購權證
068080,1F凱基,0999,認購權證
068081,1G凱基,0999,認購權證
068082,1H凱基,0999,認購權證
068083,1J凱基,0999,認購權證
068084,1L凱基,0999,認購權證
068085,工銀35,0999,認購權證
068086,日盛DU,0999,認購權證
068087,日盛DV,0999,認購權證
068088,日盛DW,0999,認購權證
068089,日盛DX,0999,認購權證
068090,L7亞東,0999,認購權證
068091,L8亞東,0999,認購權證
068092,L9亞東,0999,認購權證
068093,M1亞東,0999,認購權證
068094,M2亞東,0999,認購權證
068095,M3亞東,0999,認購權證
068096,K8富邦,0999,認購權證
068097,K9富邦,0999,認購權證
068098,L1富邦,0999,認購權證
068099,L2富邦,0999,認購權證
068100,群益KL,0999,認購權證
068101,群益KM,0999,認購權證
068102,群益KN,0999,認購權證
068103,群益KP,0999,認購權證
068104,群益KQ,0999,認購權證
068105,群益KR,0999,認購權證
068106,群益KT,0999,認購權證
068107,群益KU,0999,認購權證
068108,群益KV,0999,認購權證
068109,永豐7P,0999,認購權證
068110,永豐7Q,0999,認購權證
068111,永豐7R,0999,認購權證
068112,永豐7S,0999,認購權證
068113,永豐7T,0999,認購權證
068114,永豐7U,0999,認購權證
068115,永豐7V,0999,認購權證
068116,永豐8A,0999,認購權證
068117,元富9P,0999,認購權證
068118,元富9Q,0999,認購權證
068119,統一2S,0999,認購權證
068120,統一2T,0999,認購權證
068121,康和IH,0999,認購權證
068122,玉山01,0999,認購權證
068123,玉山02,0999,認購權證
068124,元大BR,0999,認購權證
068125,元大BS,0999,認購權證
068126,元大BT,0999,認購權證
068127,元大BU,0999,認購權證
068128,元大BV,0999,認購權證
068129,元大BW,0999,認購權證
068130,元大BX,0999,認購權證
068131,永豐8B,0999,認購權證
068132,永豐8C,0999,認購權證
068133,永豐8D,0999,認購權證
068134,永豐8E,0999,認購權證
068135,永豐8F,0999,認購權證
068136,永豐8I,0999,認購權證
068137,永豐8K,0999,認購權證
068138,1N凱基,0999,認購權證
068139,1P凱基,0999,認購權證
068140,工銀36,0999,認購權證
068141,工銀37,0999,認購權證
068142,工銀38,0999,認購權證
068143,工銀39,0999,認購權證
068144,工銀40,0999,認購權證
068145,元富9U,0999,認購權證
068146,元富9V,0999,認購權證
068147,元富9W,0999,認購權證
068148,元富9X,0999,認購權證
068149,統一2U,0999,認購權證
068150,日盛DZ,0999,認購權證
068151,日盛EA,0999,認購權證
068152,日盛EB,0999,認購權證
068153,M4亞東,0999,認購權證
068154,L5富邦,0999,認購權證
068155,L6富邦,0999,認購權證
068156,L7富邦,0999,認購權證
068157,L8富邦,0999,認購權證
068158,L9富邦,0999,認購權證
068159,1U凱基,0999,認購權證
068160,1V凱基,0999,認購權證
068161,工銀44,0999,認購權證
068162,C4中信,0999,認購權證
068163,元大BY,0999,認購權證
068164,元大BZ,0999,認購權證
068165,永昌GJ,0999,認購權證
068166,永昌GK,0999,認購權證
068167,永昌GL,0999,認購權證
068168,永昌GM,0999,認購權證
068169,國票LH,0999,認購權證
068170,國票LJ,0999,認購權證
068171,國票LK,0999,認購權證
068172,統一2V,0999,認購權證
068173,統一2W,0999,認購權證
068174,01元富,0999,認購權證
068175,02元富,0999,認購權證
068176,元富9Y,0999,認購權證
068177,元富9Z,0999,認購權證
068178,群益KW,0999,認購權證
068179,群益KX,0999,認購權證
068180,永豐8L,0999,認購權證
068181,永豐8M,0999,認購權證
068182,永豐8N,0999,認購權證
068183,永豐8P,0999,認購權證
068184,永豐8Q,0999,認購權證
068185,永豐8V,0999,認購權證
068186,玉山03,0999,認購權證
068187,玉山04,0999,認購權證
068188,玉山05,0999,認購權證
068189,日盛ED,0999,認購權證
068190,日盛EE,0999,認購權證
068191,M3富邦,0999,認購權證
068192,M4富邦,0999,認購權證
068193,M5富邦,0999,認購權證
068194,M6富邦,0999,認購權證
068195,M7富邦,0999,認購權證
068196,M8富邦,0999,認購權證
068197,1X凱基,0999,認購權證
068198,C9中信,0999,認購權證
068199,國泰JZ,0999,認購權證
068200,元大CB,0999,認購權證
068201,元大CC,0999,認購權證
068202,元大CD,0999,認購權證
068203,兆豐7S,0999,認購權證
068204,兆豐7T,0999,認購權證
068205,兆豐7U,0999,認購權證
068206,兆豐7V,0999,認購權證
068207,兆豐7W,0999,認購權證
068208,兆豐7X,0999,認購權證
068209,兆豐7Y,0999,認購權證
068210,兆豐7Z,0999,認購權證
068211,兆豐8B,0999,認購權證
068212,兆豐8C,0999,認購權證
068213,兆豐8D,0999,認購權證
068214,兆豐8E,0999,認購權證
068215,兆豐8F,0999,認購權證
068216,兆豐8G,0999,認購權證
068217,兆豐8H,0999,認購權證
068218,永豐8W,0999,認購權證
068219,群益KZ,0999,認購權證
068220,群益LA,0999,認購權證
068221,群益LB,0999,認購權證
068222,群益LC,0999,認購權證
068223,群益LD,0999,認購權證
068224,群益LE,0999,認購權證
068225,國票LN,0999,認購權證
068226,國票LP,0999,認購權證
068227,國票LQ,0999,認購權證
068228,國票LR,0999,認購權證
068229,康和IJ,0999,認購權證
068230,統一2X,0999,認購權證
068231,統一2Y,0999,認購權證
068232,03元富,0999,認購權證
068233,04元富,0999,認購權證
068234,05元富,0999,認購權證
068235,06元富,0999,認購權證
068236,07元富,0999,認購權證
068237,08元富,0999,認購權證
068238,09元富,0999,認購權證
068239,10元富,0999,認購權證
068240,日盛EF,0999,認購權證
068241,日盛EG,0999,認購權證
068242,日盛EH,0999,認購權證
068243,日盛EJ,0999,認購權證
068244,日盛EK,0999,認購權證
068245,N1富邦,0999,認購權證
068246,N2富邦,0999,認購權證
068247,N3富邦,0999,認購權證
068248,N4富邦,0999,認購權證
068249,N5富邦,0999,認購權證
068250,N6富邦,0999,認購權證
068251,M5亞東,0999,認購權證
068252,D2中信,0999,認購權證
068253,D3中信,0999,認購權證
068254,D4中信,0999,認購權證
068255,D5中信,0999,認購權證
068256,D6中信,0999,認購權證
068257,D7中信,0999,認購權證
068258,D8中信,0999,認購權證
068259,D9中信,0999,認購權證
068260,E1中信,0999,認購權證
068261,E2中信,0999,認購權證
068262,E3中信,0999,認購權證
068263,E4中信,0999,認購權證
068264,E5中信,0999,認購權證
068265,1Y凱基,0999,認購權證
068266,2A凱基,0999,認購權證
068267,2C凱基,0999,認購權證
068268,2D凱基,0999,認購權證
068269,2E凱基,0999,認購權證
068270,2F凱基,0999,認購權證
068271,2G凱基,0999,認購權證
068272,2H凱基,0999,認購權證
068273,2J凱基,0999,認購權證
068274,2K凱基,0999,認購權證
068275,2M凱基,0999,認購權證
068276,2N凱基,0999,認購權證
068277,2P凱基,0999,認購權證
068278,2Q凱基,0999,認購權證
068279,2R凱基,0999,認購權證
068280,2S凱基,0999,認購權證
068281,2T凱基,0999,認購權證
068282,2U凱基,0999,認購權證
068283,2V凱基,0999,認購權證
068284,2W凱基,0999,認購權證
068285,2Y凱基,0999,認購權證
068286,2Z凱基,0999,認購權證
068287,3A凱基,0999,認購權證
068288,3B凱基,0999,認購權證
068289,工銀46,0999,認購權證
068290,工銀48,0999,認購權證
068291,工銀49,0999,認購權證
068292,工銀50,0999,認購權證
068293,工銀51,0999,認購權證
068294,工銀52,0999,認購權證
068295,工銀53,0999,認購權證
068296,工銀54,0999,認購權證
068297,工銀55,0999,認購權證
068298,工銀56,0999,認購權證
068299,工銀57,0999,認購權證
068300,元大CI,0999,認購權證
068301,元大CJ,0999,認購權證
068302,元大CK,0999,認購權證
068303,元大CL,0999,認購權證
068304,元大CM,0999,認購權證
068305,元大CN,0999,認購權證
068306,元大CP,0999,認購權證
068307,元大CQ,0999,認購權證
068308,元大CR,0999,認購權證
068309,元大CS,0999,認購權證
068310,元大CT,0999,認購權證
068311,元大CU,0999,認購權證
068312,元大CV,0999,認購權證
068313,元大CW,0999,認購權證
068314,元大CX,0999,認購權證
068315,元大CY,0999,認購權證
068316,元大CZ,0999,認購權證
068317,元大DA,0999,認購權證
068318,元大DB,0999,認購權證
068319,元大DC,0999,認購權證
068320,元大DD,0999,認購權證
068321,元大DE,0999,認購權證
068322,元大DF,0999,認購權證
068323,元大DG,0999,認購權證
068324,元大DH,0999,認購權證
068325,元大DI,0999,認購權證
068326,元大DJ,0999,認購權證
068327,元大DK,0999,認購權證
068328,元大DL,0999,認購權證
068329,元大DM,0999,認購權證
068330,元大DN,0999,認購權證
068331,元大DP,0999,認購權證
068332,元大DQ,0999,認購權證
068333,元大DR,0999,認購權證
068334,元大DS,0999,認購權證
068335,元大DT,0999,認購權證
068336,元大DU,0999,認購權證
068337,元大DV,0999,認購權證
068338,元大DW,0999,認購權證
068339,元大DX,0999,認購權證
068340,元大DY,0999,認購權證
068341,國泰KA,0999,認購權證
068342,國泰KB,0999,認購權證
068343,國泰KC,0999,認購權證
068344,國泰KD,0999,認購權證
068345,國泰KE,0999,認購權證
068346,國泰KF,0999,認購權證
068347,國泰KG,0999,認購權證
068348,國泰KH,0999,認購權證
068349,國泰KJ,0999,認購權證
